PO number,GRN No.,Item number,Item Description,UoM,Qnty received,Supplier code,Received Location
PO-99272,GRN100120370,ITM-002,Thermal Paste,TUB,740,SUP-1024,Taiwan/Taipei
PO-99273,GRN100120371,ITM-003,Capacitor 100uF,PCS,1156,SUP-1024,Philippines/Manila
PO-99274,GRN100120372,ITM-004,Silicone Sealant,TUB,728,SUP-1024,US/New York
PO-99275,GRN100120373,ITM-005,Logic Chip,PCS,1101,SUP-1024,US/New York
PO-99276,GRN100120374,ITM-001,High Precision Resistor,PCS,869,SUP-1025,Philippines/Manila
PO-99277,GRN100120375,ITM-002,Thermal Paste,TUB,1752,SUP-1025,Philippines/Manila
PO-99278,GRN100120376,ITM-003,Capacitor 100uF,PCS,1225,SUP-1025,US/New York
PO-99279,GRN100120377,ITM-004,Silicone Sealant,TUB,1192,SUP-1025,Philippines/Manila
PO-99280,GRN100120378,ITM-005,Logic Chip,PCS,1406,SUP-1025,Philippines/Manila
PO-99281,GRN100120379,ITM-001,High Precision Resistor,PCS,885,SUP-1026,US/New York
PO-99282,GRN100120380,ITM-002,Thermal Paste,TUB,1310,SUP-1026,Philippines/Manila
PO-99283,GRN100120381,ITM-003,Capacitor 100uF,PCS,738,SUP-1026,Taiwan/Taipei
PO-99284,GRN100120382,ITM-004,Silicone Sealant,TUB,579,SUP-1026,Taiwan/Taipei
PO-99285,GRN100120383,ITM-005,Logic Chip,PCS,1519,SUP-1026,US/New York
PO-99286,GRN100120384,ITM-001,High Precision Resistor,PCS,747,SUP-1027,Philippines/Manila
PO-99287,GRN100120385,ITM-002,Thermal Paste,TUB,901,SUP-1027,Taiwan/Taipei
PO-99288,GRN100120386,ITM-003,Capacitor 100uF,PCS,972,SUP-1027,US/New York
PO-99289,GRN100120387,ITM-004,Silicone Sealant,TUB,1096,SUP-1027,Philippines/Manila
PO-99290,GRN100120388,ITM-005,Logic Chip,PCS,1315,SUP-1027,Philippines/Manila
PO-99291,GRN100120389,ITM-001,High Precision Resistor,PCS,647,SUP-1028,Philippines/Manila
PO-99292,GRN100120390,ITM-002,Thermal Paste,TUB,597,SUP-1028,Philippines/Manila
PO-99293,GRN100120391,ITM-003,Capacitor 100uF,PCS,626,SUP-1028,Philippines/Manila
PO-99294,GRN100120392,ITM-004,Silicone Sealant,TUB,592,SUP-1028,Philippines/Manila
PO-99295,GRN100120393,ITM-005,Logic Chip,PCS,1788,SUP-1028,US/New York
PO-99296,GRN100120394,ITM-001,High Precision Resistor,PCS,905,SUP-1029,Philippines/Manila
PO-99297,GRN100120395,ITM-002,Thermal Paste,TUB,827,SUP-1029,Philippines/Manila
PO-99298,GRN100120396,ITM-003,Capacitor 100uF,PCS,696,SUP-1029,Taiwan/Taipei
PO-99299,GRN100120397,ITM-004,Silicone Sealant,TUB,882,SUP-1029,US/New York
PO-99300,GRN100120398,ITM-005,Logic Chip,PCS,817,SUP-1029,US/New York
PO-99301,GRN100120399,ITM-001,High Precision Resistor,PCS,1464,SUP-1030,Philippines/Manila
PO-99302,GRN100120400,ITM-002,Thermal Paste,TUB,735,SUP-1030,US/New York
PO-99303,GRN100120401,ITM-003,Capacitor 100uF,PCS,621,SUP-1030,Taiwan/Taipei
PO-99304,GRN100120402,ITM-004,Silicone Sealant,TUB,1377,SUP-1030,Philippines/Manila
PO-99305,GRN100120403,ITM-005,Logic Chip,PCS,1347,SUP-1030,Philippines/Manila
PO-99306,GRN100120404,ITM-001,High Precision Resistor,PCS,725,SUP-1031,Taiwan/Taipei
PO-99307,GRN100120405,ITM-002,Thermal Paste,TUB,735,SUP-1031,Philippines/Manila
PO-99308,GRN100120406,ITM-003,Capacitor 100uF,PCS,1772,SUP-1031,Philippines/Manila
PO-99309,GRN100120407,ITM-004,Silicone Sealant,TUB,1698,SUP-1031,Taiwan/Taipei
PO-99310,GRN100120408,ITM-005,Logic Chip,PCS,976,SUP-1031,US/New York
PO-99311,GRN100120409,ITM-001,High Precision Resistor,PCS,870,SUP-1032,US/New York
PO-99312,GRN100120410,ITM-002,Thermal Paste,TUB,1587,SUP-1032,Philippines/Manila
PO-99313,GRN100120411,ITM-003,Capacitor 100uF,PCS,1218,SUP-1032,Philippines/Manila
PO-99314,GRN100120412,ITM-004,Silicone Sealant,TUB,1124,SUP-1032,US/New York
PO-99315,GRN100120413,ITM-005,Logic Chip,PCS,1656,SUP-1032,US/New York
PO-99316,GRN100120414,ITM-001,High Precision Resistor,PCS,1158,SUP-1033,Taiwan/Taipei
PO-99317,GRN100120415,ITM-002,Thermal Paste,TUB,558,SUP-1033,Taiwan/Taipei
PO-99318,GRN100120416,ITM-003,Capacitor 100uF,PCS,1944,SUP-1033,Taiwan/Taipei
PO-99319,GRN100120417,ITM-004,Silicone Sealant,TUB,523,SUP-1033,US/New York
PO-99320,GRN100120418,ITM-005,Logic Chip,PCS,1316,SUP-1033,Philippines/Manila
PO-99321,GRN100120419,ITM-001,High Precision Resistor,PCS,862,SUP-1034,US/New York
PO-99322,GRN100120420,ITM-002,Thermal Paste,TUB,667,SUP-1034,Taiwan/Taipei
PO-99323,GRN100120421,ITM-003,Capacitor 100uF,PCS,1909,SUP-1034,Taiwan/Taipei
PO-99324,GRN100120422,ITM-004,Silicone Sealant,TUB,685,SUP-1034,Taiwan/Taipei
PO-99325,GRN100120423,ITM-005,Logic Chip,PCS,1615,SUP-1034,US/New York
PO-99326,GRN100120424,ITM-001,High Precision Resistor,PCS,842,SUP-1035,Philippines/Manila
PO-99327,GRN100120425,ITM-002,Thermal Paste,TUB,1225,SUP-1035,Philippines/Manila
PO-99328,GRN100120426,ITM-003,Capacitor 100uF,PCS,1614,SUP-1035,Taiwan/Taipei
PO-99329,GRN100120427,ITM-004,Silicone Sealant,TUB,685,SUP-1035,Philippines/Manila
PO-99330,GRN100120428,ITM-005,Logic Chip,PCS,807,SUP-1035,Taiwan/Taipei
PO-99331,GRN100120429,ITM-001,High Precision Resistor,PCS,669,SUP-1036,US/New York
PO-99332,GRN100120430,ITM-002,Thermal Paste,TUB,603,SUP-1036,Taiwan/Taipei
PO-99333,GRN100120431,ITM-003,Capacitor 100uF,PCS,1407,SUP-1036,US/New York
PO-99334,GRN100120432,ITM-004,Silicone Sealant,TUB,1651,SUP-1036,Taiwan/Taipei
PO-99335,GRN100120433,ITM-005,Logic Chip,PCS,1324,SUP-1036,Taiwan/Taipei
PO-99336,GRN100120434,ITM-001,High Precision Resistor,PCS,966,SUP-1037,Philippines/Manila
PO-99337,GRN100120435,ITM-002,Thermal Paste,TUB,1095,SUP-1037,US/New York
PO-99338,GRN100120436,ITM-003,Capacitor 100uF,PCS,1326,SUP-1037,Taiwan/Taipei
PO-99339,GRN100120437,ITM-004,Silicone Sealant,TUB,1523,SUP-1037,Philippines/Manila
PO-99340,GRN100120438,ITM-005,Logic Chip,PCS,1577,SUP-1037,Taiwan/Taipei
PO-99341,GRN100120439,ITM-001,High Precision Resistor,PCS,1240,SUP-1038,Philippines/Manila
PO-99342,GRN100120440,ITM-002,Thermal Paste,TUB,491,SUP-1038,Philippines/Manila
PO-99343,GRN100120441,ITM-003,Capacitor 100uF,PCS,671,SUP-1038,Philippines/Manila
PO-99344,GRN100120442,ITM-004,Silicone Sealant,TUB,1096,SUP-1038,Taiwan/Taipei
PO-99345,GRN100120443,ITM-005,Logic Chip,PCS,1907,SUP-1038,Philippines/Manila
PO-99346,GRN100120444,ITM-001,High Precision Resistor,PCS,1155,SUP-1039,US/New York
PO-99347,GRN100120445,ITM-002,Thermal Paste,TUB,1208,SUP-1039,Taiwan/Taipei
PO-99348,GRN100120446,ITM-003,Capacitor 100uF,PCS,1331,SUP-1039,US/New York
PO-99349,GRN100120447,ITM-004,Silicone Sealant,TUB,1835,SUP-1039,Philippines/Manila
PO-99350,GRN100120448,ITM-005,Logic Chip,PCS,1344,SUP-1039,Taiwan/Taipei
PO-99351,GRN100120449,ITM-001,High Precision Resistor,PCS,723,SUP-1040,US/New York
PO-99352,GRN100120450,ITM-002,Thermal Paste,TUB,1123,SUP-1040,Taiwan/Taipei
PO-99353,GRN100120451,ITM-003,Capacitor 100uF,PCS,1721,SUP-1040,Philippines/Manila
PO-99354,GRN100120452,ITM-004,Silicone Sealant,TUB,1443,SUP-1040,Philippines/Manila
PO-99355,GRN100120453,ITM-005,Logic Chip,PCS,1425,SUP-1040,Philippines/Manila
PO-99356,GRN100120454,ITM-001,High Precision Resistor,PCS,1100,SUP-1041,Philippines/Manila
PO-99357,GRN100120455,ITM-002,Thermal Paste,TUB,1579,SUP-1041,Taiwan/Taipei
PO-99358,GRN100120456,ITM-003,Capacitor 100uF,PCS,959,SUP-1041,US/New York
PO-99359,GRN100120457,ITM-004,Silicone Sealant,TUB,1777,SUP-1041,Taiwan/Taipei
PO-99360,GRN100120458,ITM-005,Logic Chip,PCS,989,SUP-1041,Taiwan/Taipei
PO-99361,GRN100120459,ITM-001,High Precision Resistor,PCS,692,SUP-1042,Philippines/Manila
PO-99362,GRN100120460,ITM-002,Thermal Paste,TUB,687,SUP-1042,US/New York
PO-99363,GRN100120461,ITM-003,Capacitor 100uF,PCS,1886,SUP-1042,US/New York
PO-99364,GRN100120462,ITM-004,Silicone Sealant,TUB,541,SUP-1042,US/New York
PO-99365,GRN100120463,ITM-005,Logic Chip,PCS,979,SUP-1042,US/New York
PO-99366,GRN100120464,ITM-001,High Precision Resistor,PCS,1765,SUP-1043,Taiwan/Taipei
PO-99367,GRN100120465,ITM-002,Thermal Paste,TUB,1138,SUP-1043,Taiwan/Taipei
PO-99368,GRN100120466,ITM-003,Capacitor 100uF,PCS,1339,SUP-1043,Philippines/Manila
PO-99369,GRN100120467,ITM-004,Silicone Sealant,TUB,746,SUP-1043,Philippines/Manila
PO-99370,GRN100120468,ITM-005,Logic Chip,PCS,1311,SUP-1043,Taiwan/Taipei
PO-99371,GRN100120469,ITM-001,High Precision Resistor,PCS,494,SUP-1044,Taiwan/Taipei
PO-99372,GRN100120470,ITM-002,Thermal Paste,TUB,830,SUP-1044,Philippines/Manila
PO-99373,GRN100120471,ITM-003,Capacitor 100uF,PCS,867,SUP-1044,Philippines/Manila
PO-99374,GRN100120472,ITM-004,Silicone Sealant,TUB,565,SUP-1044,US/New York
PO-99375,GRN100120473,ITM-005,Logic Chip,PCS,1836,SUP-1044,US/New York
PO-99376,GRN100120474,ITM-001,High Precision Resistor,PCS,507,SUP-1045,Philippines/Manila
PO-99377,GRN100120475,ITM-002,Thermal Paste,TUB,1311,SUP-1045,Taiwan/Taipei
PO-99378,GRN100120476,ITM-003,Capacitor 100uF,PCS,888,SUP-1045,Philippines/Manila
PO-99379,GRN100120477,ITM-004,Silicone Sealant,TUB,838,SUP-1045,US/New York
PO-99380,GRN100120478,ITM-005,Logic Chip,PCS,473,SUP-1045,US/New York
PO-99381,GRN100120479,ITM-001,High Precision Resistor,PCS,851,SUP-1046,Taiwan/Taipei
PO-99382,GRN100120480,ITM-002,Thermal Paste,TUB,1047,SUP-1046,US/New York
PO-99383,GRN100120481,ITM-003,Capacitor 100uF,PCS,1319,SUP-1046,Philippines/Manila
PO-99384,GRN100120482,ITM-004,Silicone Sealant,TUB,877,SUP-1046,Taiwan/Taipei
PO-99385,GRN100120483,ITM-005,Logic Chip,PCS,1240,SUP-1046,US/New York
PO-99386,GRN100120484,ITM-001,High Precision Resistor,PCS,1248,SUP-1047,Philippines/Manila
PO-99387,GRN100120485,ITM-002,Thermal Paste,TUB,1232,SUP-1047,US/New York
PO-99388,GRN100120486,ITM-003,Capacitor 100uF,PCS,628,SUP-1047,Philippines/Manila
PO-99389,GRN100120487,ITM-004,Silicone Sealant,TUB,563,SUP-1047,Philippines/Manila
PO-99390,GRN100120488,ITM-005,Logic Chip,PCS,805,SUP-1047,Philippines/Manila
PO-99391,GRN100120489,ITM-001,High Precision Resistor,PCS,1520,SUP-1048,US/New York
PO-99392,GRN100120490,ITM-002,Thermal Paste,TUB,985,SUP-1048,US/New York
PO-99393,GRN100120491,ITM-003,Capacitor 100uF,PCS,1838,SUP-1048,Taiwan/Taipei
PO-99394,GRN100120492,ITM-004,Silicone Sealant,TUB,828,SUP-1048,Philippines/Manila
PO-99395,GRN100120493,ITM-005,Logic Chip,PCS,1203,SUP-1048,Philippines/Manila
PO-99396,GRN100120494,ITM-001,High Precision Resistor,PCS,1336,SUP-1049,US/New York
PO-99397,GRN100120495,ITM-002,Thermal Paste,TUB,1626,SUP-1049,Philippines/Manila
PO-99398,GRN100120496,ITM-003,Capacitor 100uF,PCS,1778,SUP-1049,Philippines/Manila
PO-99399,GRN100120497,ITM-004,Silicone Sealant,TUB,1081,SUP-1049,Taiwan/Taipei
PO-99400,GRN100120498,ITM-005,Logic Chip,PCS,546,SUP-1049,Taiwan/Taipei
PO-99401,GRN100120499,ITM-001,High Precision Resistor,PCS,1836,SUP-1050,Philippines/Manila
PO-99402,GRN100120500,ITM-002,Thermal Paste,TUB,729,SUP-1050,US/New York
PO-99403,GRN100120501,ITM-003,Capacitor 100uF,PCS,1905,SUP-1050,US/New York
PO-99404,GRN100120502,ITM-004,Silicone Sealant,TUB,862,SUP-1050,Taiwan/Taipei
PO-99405,GRN100120503,ITM-005,Logic Chip,PCS,1360,SUP-1050,Philippines/Manila
PO-99406,GRN100120504,ITM-001,High Precision Resistor,PCS,760,SUP-1001,Philippines/Manila
PO-99407,GRN100120505,ITM-002,Thermal Paste,TUB,541,SUP-1001,Philippines/Manila
PO-99408,GRN100120506,ITM-003,Capacitor 100uF,PCS,1489,SUP-1001,Philippines/Manila
PO-99409,GRN100120507,ITM-004,Silicone Sealant,TUB,854,SUP-1001,Taiwan/Taipei
PO-99410,GRN100120508,ITM-005,Logic Chip,PCS,525,SUP-1001,Philippines/Manila
PO-99411,GRN100120509,ITM-001,High Precision Resistor,PCS,1695,SUP-1002,US/New York
PO-99412,GRN100120510,ITM-002,Thermal Paste,TUB,1165,SUP-1002,Philippines/Manila
PO-99413,GRN100120511,ITM-003,Capacitor 100uF,PCS,1225,SUP-1002,Taiwan/Taipei
PO-99414,GRN100120512,ITM-004,Silicone Sealant,TUB,1739,SUP-1002,US/New York
PO-99415,GRN100120513,ITM-005,Logic Chip,PCS,580,SUP-1002,Philippines/Manila
PO-99416,GRN100120514,ITM-001,High Precision Resistor,PCS,1765,SUP-1003,Philippines/Manila
PO-99417,GRN100120515,ITM-002,Thermal Paste,TUB,1358,SUP-1003,US/New York
PO-99418,GRN100120516,ITM-003,Capacitor 100uF,PCS,1408,SUP-1003,Taiwan/Taipei
PO-99419,GRN100120517,ITM-004,Silicone Sealant,TUB,826,SUP-1003,Philippines/Manila
PO-99420,GRN100120518,ITM-005,Logic Chip,PCS,605,SUP-1003,US/New York
PO-99421,GRN100120519,ITM-001,High Precision Resistor,PCS,1916,SUP-1004,US/New York
PO-99422,GRN100120520,ITM-002,Thermal Paste,TUB,1828,SUP-1004,Taiwan/Taipei
PO-99423,GRN100120521,ITM-003,Capacitor 100uF,PCS,1394,SUP-1004,Philippines/Manila
PO-99424,GRN100120522,ITM-004,Silicone Sealant,TUB,1424,SUP-1004,US/New York
PO-99425,GRN100120523,ITM-005,Logic Chip,PCS,603,SUP-1004,US/New York
PO-99426,GRN100120524,ITM-001,High Precision Resistor,PCS,1237,SUP-1005,US/New York
PO-99427,GRN100120525,ITM-002,Thermal Paste,TUB,1194,SUP-1005,Philippines/Manila
PO-99428,GRN100120526,ITM-003,Capacitor 100uF,PCS,935,SUP-1005,US/New York
PO-99429,GRN100120527,ITM-004,Silicone Sealant,TUB,861,SUP-1005,Taiwan/Taipei
PO-99430,GRN100120528,ITM-005,Logic Chip,PCS,1391,SUP-1005,Taiwan/Taipei
PO-99431,GRN100120529,ITM-001,High Precision Resistor,PCS,1474,SUP-1006,Taiwan/Taipei
PO-99432,GRN100120530,ITM-002,Thermal Paste,TUB,1685,SUP-1006,Philippines/Manila
PO-99433,GRN100120531,ITM-003,Capacitor 100uF,PCS,851,SUP-1006,Philippines/Manila
PO-99434,GRN100120532,ITM-004,Silicone Sealant,TUB,617,SUP-1006,US/New York
PO-99435,GRN100120533,ITM-005,Logic Chip,PCS,843,SUP-1006,US/New York
PO-99436,GRN100120534,ITM-001,High Precision Resistor,PCS,1054,SUP-1007,Philippines/Manila
PO-99437,GRN100120535,ITM-002,Thermal Paste,TUB,855,SUP-1007,Taiwan/Taipei
PO-99438,GRN100120536,ITM-003,Capacitor 100uF,PCS,1706,SUP-1007,Taiwan/Taipei
PO-99439,GRN100120537,ITM-004,Silicone Sealant,TUB,1836,SUP-1007,Taiwan/Taipei
PO-99440,GRN100120538,ITM-005,Logic Chip,PCS,714,SUP-1007,US/New York
PO-99441,GRN100120539,ITM-001,High Precision Resistor,PCS,830,SUP-1008,US/New York
PO-99442,GRN100120540,ITM-002,Thermal Paste,TUB,1564,SUP-1008,US/New York
PO-99443,GRN100120541,ITM-003,Capacitor 100uF,PCS,1330,SUP-1008,Taiwan/Taipei
PO-99444,GRN100120542,ITM-004,Silicone Sealant,TUB,1841,SUP-1008,Philippines/Manila
PO-99445,GRN100120543,ITM-005,Logic Chip,PCS,1204,SUP-1008,US/New York
PO-99446,GRN100120544,ITM-001,High Precision Resistor,PCS,1330,SUP-1009,Taiwan/Taipei
PO-99447,GRN100120545,ITM-002,Thermal Paste,TUB,468,SUP-1009,Philippines/Manila
PO-99448,GRN100120546,ITM-003,Capacitor 100uF,PCS,1105,SUP-1009,Taiwan/Taipei
PO-99449,GRN100120547,ITM-004,Silicone Sealant,TUB,1453,SUP-1009,Taiwan/Taipei
PO-99450,GRN100120548,ITM-005,Logic Chip,PCS,1624,SUP-1009,US/New York
PO-99451,GRN100120549,ITM-001,High Precision Resistor,PCS,1398,SUP-1010,Taiwan/Taipei
PO-99452,GRN100120550,ITM-002,Thermal Paste,TUB,1726,SUP-1010,Philippines/Manila
PO-99453,GRN100120551,ITM-003,Capacitor 100uF,PCS,1076,SUP-1010,Taiwan/Taipei
PO-99454,GRN100120552,ITM-004,Silicone Sealant,TUB,1492,SUP-1010,Philippines/Manila
PO-99455,GRN100120553,ITM-005,Logic Chip,PCS,1056,SUP-1010,US/New York
PO-99456,GRN100120554,ITM-001,High Precision Resistor,PCS,1282,SUP-1011,Taiwan/Taipei
PO-99457,GRN100120555,ITM-002,Thermal Paste,TUB,1850,SUP-1011,Taiwan/Taipei
PO-99458,GRN100120556,ITM-003,Capacitor 100uF,PCS,465,SUP-1011,US/New York
PO-99459,GRN100120557,ITM-004,Silicone Sealant,TUB,1269,SUP-1011,Taiwan/Taipei
PO-99460,GRN100120558,ITM-005,Logic Chip,PCS,1434,SUP-1011,Taiwan/Taipei
PO-99461,GRN100120559,ITM-001,High Precision Resistor,PCS,1080,SUP-1012,Taiwan/Taipei
PO-99462,GRN100120560,ITM-002,Thermal Paste,TUB,904,SUP-1012,Philippines/Manila
PO-99463,GRN100120561,ITM-003,Capacitor 100uF,PCS,491,SUP-1012,Philippines/Manila
PO-99464,GRN100120562,ITM-004,Silicone Sealant,TUB,1459,SUP-1012,Philippines/Manila
PO-99465,GRN100120563,ITM-005,Logic Chip,PCS,1330,SUP-1012,Philippines/Manila
PO-99466,GRN100120564,ITM-001,High Precision Resistor,PCS,923,SUP-1013,US/New York
PO-99467,GRN100120565,ITM-002,Thermal Paste,TUB,621,SUP-1013,US/New York
PO-99468,GRN100120566,ITM-003,Capacitor 100uF,PCS,1933,SUP-1013,Philippines/Manila
PO-99469,GRN100120567,ITM-004,Silicone Sealant,TUB,1026,SUP-1013,Taiwan/Taipei
PO-99470,GRN100120568,ITM-005,Logic Chip,PCS,1318,SUP-1013,US/New York
PO-99471,GRN100120569,ITM-001,High Precision Resistor,PCS,1245,SUP-1014,US/New York
PO-99472,GRN100120570,ITM-002,Thermal Paste,TUB,609,SUP-1014,Taiwan/Taipei
PO-99473,GRN100120571,ITM-003,Capacitor 100uF,PCS,1082,SUP-1014,Taiwan/Taipei
PO-99474,GRN100120572,ITM-004,Silicone Sealant,TUB,1222,SUP-1014,Taiwan/Taipei
PO-99475,GRN100120573,ITM-005,Logic Chip,PCS,1104,SUP-1014,Philippines/Manila
PO-99476,GRN100120574,ITM-001,High Precision Resistor,PCS,640,SUP-1015,US/New York
PO-99477,GRN100120575,ITM-002,Thermal Paste,TUB,1227,SUP-1015,Philippines/Manila
PO-99478,GRN100120576,ITM-003,Capacitor 100uF,PCS,514,SUP-1015,Philippines/Manila
PO-99479,GRN100120577,ITM-004,Silicone Sealant,TUB,954,SUP-1015,Philippines/Manila
PO-99480,GRN100120578,ITM-005,Logic Chip,PCS,1651,SUP-1015,US/New York
PO-99481,GRN100120579,ITM-001,High Precision Resistor,PCS,1565,SUP-1016,Taiwan/Taipei
PO-99482,GRN100120580,ITM-002,Thermal Paste,TUB,968,SUP-1016,Taiwan/Taipei
PO-99483,GRN100120581,ITM-003,Capacitor 100uF,PCS,1823,SUP-1016,US/New York
PO-99484,GRN100120582,ITM-004,Silicone Sealant,TUB,811,SUP-1016,Taiwan/Taipei
PO-99485,GRN100120583,ITM-005,Logic Chip,PCS,1605,SUP-1016,US/New York
PO-99486,GRN100120584,ITM-001,High Precision Resistor,PCS,589,SUP-1017,Philippines/Manila
PO-99487,GRN100120585,ITM-002,Thermal Paste,TUB,1442,SUP-1017,Philippines/Manila
PO-99488,GRN100120586,ITM-003,Capacitor 100uF,PCS,889,SUP-1017,Taiwan/Taipei
PO-99489,GRN100120587,ITM-004,Silicone Sealant,TUB,1259,SUP-1017,Philippines/Manila
PO-99490,GRN100120588,ITM-005,Logic Chip,PCS,1399,SUP-1017,US/New York
PO-99491,GRN100120589,ITM-001,High Precision Resistor,PCS,1862,SUP-1018,US/New York
PO-99492,GRN100120590,ITM-002,Thermal Paste,TUB,1383,SUP-1018,Philippines/Manila
PO-99493,GRN100120591,ITM-003,Capacitor 100uF,PCS,650,SUP-1018,US/New York
PO-99494,GRN100120592,ITM-004,Silicone Sealant,TUB,1202,SUP-1018,Taiwan/Taipei
PO-99495,GRN100120593,ITM-005,Logic Chip,PCS,1776,SUP-1018,US/New York
PO-99496,GRN100120594,ITM-001,High Precision Resistor,PCS,980,SUP-1019,US/New York
PO-99497,GRN100120595,ITM-002,Thermal Paste,TUB,1516,SUP-1019,Taiwan/Taipei
PO-99498,GRN100120596,ITM-003,Capacitor 100uF,PCS,816,SUP-1019,Philippines/Manila
PO-99499,GRN100120597,ITM-004,Silicone Sealant,TUB,1373,SUP-1019,Taiwan/Taipei
PO-99500,GRN100120598,ITM-005,Logic Chip,PCS,671,SUP-1019,Philippines/Manila
PO-99501,GRN100120599,ITM-001,High Precision Resistor,PCS,1820,SUP-1020,Philippines/Manila
PO-99502,GRN100120600,ITM-002,Thermal Paste,TUB,952,SUP-1020,US/New York
PO-99503,GRN100120601,ITM-003,Capacitor 100uF,PCS,1171,SUP-1020,Philippines/Manila
PO-99504,GRN100120602,ITM-004,Silicone Sealant,TUB,690,SUP-1020,Taiwan/Taipei
PO-99505,GRN100120603,ITM-005,Logic Chip,PCS,1582,SUP-1020,Taiwan/Taipei
PO-99506,GRN100120604,ITM-001,High Precision Resistor,PCS,1329,SUP-1021,Philippines/Manila
PO-99507,GRN100120605,ITM-002,Thermal Paste,TUB,570,SUP-1021,US/New York
PO-99508,GRN100120606,ITM-003,Capacitor 100uF,PCS,871,SUP-1021,Philippines/Manila
PO-99509,GRN100120607,ITM-004,Silicone Sealant,TUB,810,SUP-1021,Philippines/Manila
PO-99510,GRN100120608,ITM-005,Logic Chip,PCS,1322,SUP-1021,Taiwan/Taipei
PO-99511,GRN100120609,ITM-001,High Precision Resistor,PCS,968,SUP-1022,Philippines/Manila
PO-99512,GRN100120610,ITM-002,Thermal Paste,TUB,922,SUP-1022,US/New York
PO-99513,GRN100120611,ITM-003,Capacitor 100uF,PCS,1482,SUP-1022,US/New York
PO-99514,GRN100120612,ITM-004,Silicone Sealant,TUB,1306,SUP-1022,Philippines/Manila
PO-99515,GRN100120613,ITM-005,Logic Chip,PCS,769,SUP-1022,Philippines/Manila
PO-99516,GRN100120614,ITM-001,High Precision Resistor,PCS,1291,SUP-1023,Taiwan/Taipei
PO-99517,GRN100120615,ITM-002,Thermal Paste,TUB,975,SUP-1023,Philippines/Manila
PO-99518,GRN100120616,ITM-003,Capacitor 100uF,PCS,656,SUP-1023,Taiwan/Taipei
PO-99519,GRN100120617,ITM-004,Silicone Sealant,TUB,1841,SUP-1023,Philippines/Manila
PO-99520,GRN100120618,ITM-005,Logic Chip,PCS,1446,SUP-1023,US/New York
PO-99521,GRN100120619,ITM-001,High Precision Resistor,PCS,1277,SUP-1024,US/New York
PO-99522,GRN100120620,ITM-002,Thermal Paste,TUB,1392,SUP-1024,US/New York
PO-99523,GRN100120621,ITM-003,Capacitor 100uF,PCS,1309,SUP-1024,Philippines/Manila
PO-99524,GRN100120622,ITM-004,Silicone Sealant,TUB,1754,SUP-1024,US/New York
PO-99525,GRN100120623,ITM-005,Logic Chip,PCS,1439,SUP-1024,Taiwan/Taipei
PO-99526,GRN100120624,ITM-001,High Precision Resistor,PCS,684,SUP-1025,Taiwan/Taipei
PO-99527,GRN100120625,ITM-002,Thermal Paste,TUB,662,SUP-1025,Philippines/Manila
PO-99528,GRN100120626,ITM-003,Capacitor 100uF,PCS,1553,SUP-1025,Philippines/Manila
PO-99529,GRN100120627,ITM-004,Silicone Sealant,TUB,1218,SUP-1025,Philippines/Manila
PO-99530,GRN100120628,ITM-005,Logic Chip,PCS,1917,SUP-1025,Taiwan/Taipei
PO-99531,GRN100120629,ITM-001,High Precision Resistor,PCS,881,SUP-1026,Taiwan/Taipei
PO-99532,GRN100120630,ITM-002,Thermal Paste,TUB,1003,SUP-1026,US/New York
PO-99533,GRN100120631,ITM-003,Capacitor 100uF,PCS,889,SUP-1026,Taiwan/Taipei
PO-99534,GRN100120632,ITM-004,Silicone Sealant,TUB,1275,SUP-1026,US/New York
PO-99535,GRN100120633,ITM-005,Logic Chip,PCS,895,SUP-1026,US/New York
PO-99536,GRN100120634,ITM-001,High Precision Resistor,PCS,1202,SUP-1027,US/New York
PO-99537,GRN100120635,ITM-002,Thermal Paste,TUB,1868,SUP-1027,Taiwan/Taipei
PO-99538,GRN100120636,ITM-003,Capacitor 100uF,PCS,486,SUP-1027,US/New York
PO-99539,GRN100120637,ITM-004,Silicone Sealant,TUB,811,SUP-1027,US/New York
PO-99540,GRN100120638,ITM-005,Logic Chip,PCS,1758,SUP-1027,Taiwan/Taipei
PO-99541,GRN100120639,ITM-001,High Precision Resistor,PCS,854,SUP-1028,US/New York
PO-99542,GRN100120640,ITM-002,Thermal Paste,TUB,1100,SUP-1028,Philippines/Manila
PO-99543,GRN100120641,ITM-003,Capacitor 100uF,PCS,1104,SUP-1028,Philippines/Manila
PO-99544,GRN100120642,ITM-004,Silicone Sealant,TUB,1199,SUP-1028,Taiwan/Taipei
PO-99545,GRN100120643,ITM-005,Logic Chip,PCS,1260,SUP-1028,Philippines/Manila
PO-99546,GRN100120644,ITM-001,High Precision Resistor,PCS,1126,SUP-1029,Taiwan/Taipei
PO-99547,GRN100120645,ITM-002,Thermal Paste,TUB,510,SUP-1029,US/New York
PO-99548,GRN100120646,ITM-003,Capacitor 100uF,PCS,633,SUP-1029,Philippines/Manila
PO-99549,GRN100120647,ITM-004,Silicone Sealant,TUB,1784,SUP-1029,Philippines/Manila
PO-99550,GRN100120648,ITM-005,Logic Chip,PCS,1282,SUP-1029,US/New York
PO-99551,GRN100120649,ITM-001,High Precision Resistor,PCS,898,SUP-1030,US/New York
PO-99552,GRN100120650,ITM-002,Thermal Paste,TUB,757,SUP-1030,US/New York
PO-99553,GRN100120651,ITM-003,Capacitor 100uF,PCS,951,SUP-1030,US/New York
